id,Año,Trimestre,Provincia,Accesos por cada 100 hogares,Accesos por cada 100 hab,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_acceso_teconologia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_acceso_velocidad,Banda ancha fija,Dial up,Total,Mbps (Media de bajada)
20212Salta,2021,2,Salta,54.930090174788894,13.303441391384512,51396.0,96016.0,32050.0,5724.0,6453.0,191639.0,101.0,20.0,42543.0,67012.0,7099.0,9654.0,58882.0,6328.0,191639.0,191637.0,2.0,191639.0,29.239354220742428
20212San Juan,2021,2,San Juan,39.28402570062062,10.00671906693712,40072.0,12369.0,6673.0,11372.0,8447.0,78933.0,18.0,333.0,59989.0,784.0,12550.0,340.0,278.0,4641.0,78933.0,78677.0,256.0,78933.0,6.993162601626016
20212San Luis,2021,2,San Luis,83.47810720063075,23.89055527674358,8417.0,11308.0,28.0,66860.0,36205.0,122818.0,60.0,0.0,11752.0,2703.0,5418.0,65946.0,22.0,36917.0,122818.0,122670.0,148.0,122818.0,21.66188998963924
20212Santa Cruz,2021,2,Santa Cruz,44.01491665543425,13.096756425784957,12347.0,22967.0,6328.0,4269.0,3071.0,48982.0,50.0,0.0,30595.0,8463.0,6888.0,1575.0,676.0,735.0,48982.0,48785.0,197.0,48982.0,7.629667005202396
20212Santa Fe,2021,2,Santa Fe,75.06878626293008,23.60478745301367,256741.0,431915.0,90424.0,43997.0,17523.0,840600.0,467.0,896.0,202018.0,204077.0,80452.0,75195.0,262124.0,15371.0,840600.0,840449.0,151.0,840600.0,30.7018831645519
20212Santiago Del Estero,2021,2,Santiago Del Estero,46.557275364921054,11.554388875216851,20734.0,83770.0,909.0,5081.0,3596.0,114090.0,123.0,909.0,32034.0,62224.0,10359.0,811.0,6064.0,1566.0,114090.0,114089.0,1.0,114090.0,12.718797838683304
20212Tierra Del Fuego,2021,2,Tierra Del Fuego,67.88580775229184,20.126647945777083,12853.0,22504.0,6.0,14.0,316.0,35693.0,17.0,0.0,21335.0,6913.0,4580.0,476.0,889.0,1483.0,35693.0,35404.0,289.0,35693.0,8.591921426483484
20212Tucumán,2021,2,Tucumán,54.928196510348045,13.606163819728009,110429.0,48359.0,71683.0,1837.0,743.0,233051.0,32.0,97.0,40224.0,51648.0,23732.0,5022.0,109616.0,2680.0,233051.0,233026.0,25.0,233051.0,40.30992032851357
20211Buenos Aires,2021,1,Buenos Aires,69.10524076185938,22.998353975762015,629679.0,2452056.0,821597.0,98806.0,57864.0,4060002.0,36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0,10867.0,4060002.0,4054936.0,5066.0,4060002.0,50.78565608506508
20211Capital Federal,2021,1,Capital Federal,108.4199392232935,44.82699016464177,159805.0,1145093.0,39980.0,5559.0,29236.0,1379673.0,135.0,244.0,159662.0,76753.0,56457.0,83255.0,1003041.0,126.0,1379673.0,1378283.0,1390.0,1379673.0,68.29026886796898
20211Catamarca,2021,1,Catamarca,48.89909292784824,12.438278918256517,26316.0,4409.0,18688.0,322.0,2233.0,51968.0,71.0,0.0,7423.0,8455.0,10115.0,712.0,22996.0,2196.0,51968.0,51967.0,1.0,51968.0,39.96652623965282
20211Chaco,2021,1,Chaco,43.13649241708794,11.528896477487844,43214.0,61251.0,25426.0,8004.0,1875.0,139770.0,301.0,112.0,24357.0,22102.0,27556.0,14496.0,42462.0,8384.0,139770.0,139767.0,3.0,139770.0,33.6262012999863
20211Chubut,2021,1,Chubut,68.9942808881567,21.147838315076264,45501.0,40960.0,3444.0,23723.0,18712.0,132340.0,106.0,109.0,86986.0,21401.0,15392.0,2844.0,1112.0,4390.0,132340.0,131515.0,825.0,132340.0,7.531527409144197
20211Córdoba,2021,1,Córdoba,78.59028062380018,24.061371645661502,260350.0,444695.0,134634.0,54137.0,17065.0,910881.0,93.0,2386.0,211799.0,135092.0,74659.0,71984.0,402191.0,12677.0,910881.0,910826.0,55.0,910881.0,36.16879932843763
20211Corrientes,2021,1,Corrientes,42.664128438821415,11.234115869536096,49160.0,62876.0,3337.0,5949.0,5303.0,126625.0,67.0,527.0,31544.0,26223.0,26169.0,9001.0,27641.0,5453.0,126625.0,126622.0,3.0,126625.0,25.985171359720063
20211Entre Ríos,2021,1,Entre Ríos,60.439449728342346,18.07058172150435,83688.0,118424.0,16846.0,20836.0,12169.0,251963.0,105.0,2911.0,67255.0,56060.0,42432.0,15774.0,54600.0,12826.0,251963.0,251950.0,13.0,251963.0,23.871334373183572
20211Formosa,2021,1,Formosa,32.732955756327215,8.330895284429907,20663.0,11412.0,2562.0,15669.0,380.0,50686.0,56.0,0.0,22409.0,7569.0,7916.0,1215.0,9579.0,1942.0,50686.0,50686.0,0.0,50686.0,20.980327506975215
20211Jujuy,2021,1,Jujuy,55.63244789620541,14.226045966500736,32254.0,54324.0,17322.0,2677.0,3879.0,110456.0,49.0,175.0,23735.0,17293.0,40649.0,568.0,25609.0,2378.0,110456.0,110456.0,0.0,110456.0,26.777362312404005
20211La Pampa,2021,1,La Pampa,81.77676345752207,26.943299898725044,8946.0,58711.0,15779.0,12369.0,1300.0,97105.0,298.0,554.0,68200.0,7864.0,7611.0,2786.0,7368.0,2424.0,97105.0,96989.0,116.0,97105.0,10.728511929531797
20211La Rioja,2021,1,La Rioja,49.80693519079345,13.258360163449572,17363.0,34984.0,1.0,250.0,30.0,52628.0,18.0,1.0,36749.0,5968.0,4604.0,215.0,5074.0,-1.0,52628.0,52625.0,3.0,52628.0,12.697554732181876
20211Mendoza,2021,1,Mendoza,39.153661528996416,10.926002451479471,91844.0,69295.0,38619.0,18332.0,833.0,218923.0,28.0,40.0,134386.0,11216.0,52533.0,4061.0,16615.0,44.0,218923.0,218308.0,615.0,218923.0,12.599361245254226
20211Misiones,2021,1,Misiones,43.172438905971845,11.758811611223322,48292.0,82339.0,7064.0,4796.0,6896.0,149387.0,51.0,524.0,40949.0,25503.0,27101.0,14050.0,32953.0,8256.0,149387.0,149387.0,0.0,149387.0,25.076826126081443
20211Neuquén,2021,1,Neuquén,66.84208942045272,19.895917331182982,30223.0,70457.0,14171.0,17752.0,632.0,133235.0,116.0,327.0,56171.0,8443.0,5903.0,5677.0,50840.0,5758.0,133235.0,132862.0,373.0,133235.0,34.23850264753642
20211Río Negro,2021,1,Río Negro,60.87924030325769,18.724905657874665,48777.0,42192.0,17828.0,13994.0,18377.0,141168.0,125.0,466.0,70011.0,4187.0,13045.0,3642.0,29589.0,20103.0,141168.0,140667.0,501.0,141168.0,21.923906760830956
20211Salta,2021,1,Salta,53.93001926339093,13.061128426236175,54768.0,89187.0,31498.0,5669.0,6452.0,187574.0,109.0,20.0,40785.0,68149.0,9164.0,8139.0,54889.0,6319.0,187574.0,187572.0,2.0,187574.0,27.31884069404982
20211San Juan,2021,1,San Juan,39.055194335357605,9.948368694803314,40072.0,11589.0,6671.0,11482.0,8453.0,78267.0,25.0,194.0,60439.0,858.0,11494.0,340.0,276.0,4641.0,78267.0,78011.0,256.0,78267.0,6.910089995382067
20211San Luis,2021,1,San Luis,81.23730177127507,23.24883515831701,8417.0,10678.0,28.0,63826.0,36205.0,119154.0,58.0,0.0,11889.0,2926.0,4429.0,62913.0,22.0,36917.0,119154.0,119006.0,148.0,119154.0,21.594379804710776
20211Santa Cruz,2021,1,Santa Cruz,41.64783103990742,12.391825403443834,12347.0,23089.0,5975.0,4264.0,390.0,46065.0,50.0,0.0,30655.0,8334.0,6987.0,1337.0,647.0,-1945.0,46065.0,45868.0,197.0,46065.0,7.501531847531764
20211Santa Fe,2021,1,Santa Fe,73.91656407026184,23.242382186130484,277012.0,421480.0,70976.0,39140.0,17519.0,826127.0,518.0,891.0,201632.0,204458.0,91846.0,65476.0,236924.0,24382.0,826127.0,825990.0,137.0,826127.0,28.130630073152936
20211Santiago Del Estero,2021,1,Santiago Del Estero,45.67308282365455,11.334871169032644,26468.0,75849.0,570.0,5158.0,3596.0,111641.0,123.0,909.0,33884.0,58464.0,8549.0,700.0,4868.0,4144.0,111641.0,111640.0,1.0,111641.0,11.584174516498134
20211Tierra Del Fuego,2021,1,Tierra Del Fuego,77.34935609177366,22.9312154304354,12853.0,27247.0,6.0,0.0,316.0,40422.0,17.0,0.0,21379.0,1468.0,4317.0,486.0,919.0,11836.0,40422.0,40133.0,289.0,40422.0,8.734752396277898
20211Tucumán,2021,1,Tucumán,54.81892254125389,13.57896382467824,147199.0,12185.0,69954.0,1834.0,740.0,231912.0,29.0,97.0,42810.0,53416.0,25255.0,4188.0,103437.0,2680.0,231912.0,231890.0,22.0,231912.0,37.97961958190828
20204Buenos Aires,2020,4,Buenos Aires,68.97702220170737,22.90151153254686,635651.0,2441248.0,804991.0,93444.0,57927.0,4033261.0,36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0,9016.0,4033261.0,4028195.0,5066.0,4033261.0,50.008380839635755
20204Capital Federal,2020,4,Capital Federal,108.31107489043508,44.8339684267828,163060.0,1142528.0,39890.0,4815.0,29237.0,1379530.0,135.0,244.0,160210.0,78123.0,60208.0,80269.0,1000073.0,268.0,1379530.0,1378140.0,1390.0,1379530.0,67.32513676879374
20204Catamarca,2020,4,Catamarca,49.40688354549741,12.567459308545084,26870.0,5115.0,17856.0,322.0,2233.0,52396.0,71.0,0.0,8843.0,8740.0,11436.0,591.0,20406.0,2309.0,52396.0,52395.0,1.0,52396.0,37.6500877273544
20204Chaco,2020,4,Chaco,43.030788649779105,11.50064617804086,44332.0,61200.0,23687.0,7997.0,1875.0,139091.0,301.0,112.0,24782.0,22479.0,26802.0,15701.0,40949.0,7965.0,139091.0,139088.0,3.0,139091.0,32.45204676418101
20204Chubut,2020,4,Chubut,68.35189915825622,20.950871174621614,45703.0,39756.0,3040.0,23363.0,18712.0,130574.0,106.0,109.0,88157.0,21824.0,12046.0,2818.0,1112.0,4402.0,130574.0,129749.0,825.0,130574.0,7.383087626414736
20204Córdoba,2020,4,Córdoba,78.07960876338194,23.904978675681004,267396.0,439322.0,125620.0,52827.0,17536.0,902701.0,119.0,2386.0,214963.0,135262.0,82221.0,70013.0,384169.0,13568.0,902701.0,902646.0,55.0,902701.0,35.120601241883946
20204Corrientes,2020,4,Corrientes,42.42828394694903,11.172002734788627,50102.0,61495.0,3146.0,5626.0,5290.0,125659.0,67.0,527.0,31900.0,26321.0,25687.0,9383.0,26789.0,4985.0,125659.0,125656.0,3.0,125659.0,25.446700896630592
20204Entre Ríos,2020,4,Entre Ríos,59.47430676097378,17.78197083072765,85683.0,113670.0,15653.0,20206.0,12169.0,247381.0,105.0,2911.0,65659.0,53556.0,40755.0,16600.0,53141.0,14654.0,247381.0,247368.0,13.0,247381.0,24.05327825306045
20204Formosa,2020,4,Formosa,32.487381907596735,8.268390853815193,21264.0,10789.0,2432.0,15341.0,380.0,50206.0,56.0,0.0,23540.0,7606.0,7181.0,1197.0,8946.0,1680.0,50206.0,50206.0,0.0,50206.0,19.6983490087788
20204Jujuy,2020,4,Jujuy,53.45659123390888,13.66962311713536,32850.0,52815.0,15639.0,1077.0,3470.0,105851.0,49.0,182.0,23772.0,14379.0,44930.0,446.0,19282.0,2811.0,105851.0,105851.0,0.0,105851.0,25.20639328416149
20204La Pampa,2020,4,La Pampa,81.76793248945148,26.9404221718048,9009.0,58945.0,15432.0,12194.0,1315.0,96895.0,298.0,554.0,70184.0,8124.0,6562.0,2396.0,6257.0,2520.0,96895.0,96779.0,116.0,96895.0,9.875605170860927
20204La Rioja,2020,4,La Rioja,50.11061211701148,13.339129511730942,17513.0,34984.0,1.0,250.0,30.0,52778.0,18.0,1.0,36906.0,6060.0,4633.0,181.0,4979.0,0.0,52778.0,52775.0,3.0,52778.0,12.534655980598345
20204Mendoza,2020,4,Mendoza,38.62957896227819,10.779753857792285,91842.0,68364.0,36083.0,18331.0,833.0,215453.0,28.0,40.0,146312.0,11172.0,40396.0,3378.0,11557.0,2570.0,215453.0,214838.0,615.0,215453.0,11.093171319457166
20204Misiones,2020,4,Misiones,42.64411416119227,11.614898792582805,49462.0,79855.0,6589.0,4359.0,6896.0,147161.0,51.0,524.0,39988.0,26078.0,26445.0,14810.0,32264.0,7001.0,147161.0,147161.0,0.0,147161.0,24.956617779680364
20204Neuquén,2020,4,Neuquén,67.00234522048092,19.943555550895127,30468.0,70614.0,13732.0,17689.0,632.0,133135.0,116.0,327.0,56434.0,8478.0,5791.0,5493.0,50776.0,5720.0,133135.0,132762.0,373.0,133135.0,33.90786486677393
20204Río Negro,2020,4,Río Negro,61.08861548045475,18.789319055171752,48991.0,42022.0,17826.0,13994.0,18377.0,141210.0,125.0,466.0,70305.0,4153.0,13131.0,3512.0,29372.0,20146.0,141210.0,140709.0,501.0,141210.0,21.636719189849995
20204Salta,2020,4,Salta,54.04275200147659,13.088389057411083,56659.0,87817.0,30604.0,5858.0,6452.0,187390.0,109.0,514.0,41443.0,68829.0,15188.0,8291.0,46697.0,6319.0,187390.0,187388.0,2.0,187390.0,25.322439650744737
20204San Juan,2020,4,San Juan,36.32088215575813,9.251858120163536,40072.0,7004.0,6599.0,10468.0,8453.0,72596.0,25.0,194.0,61316.0,740.0,5126.0,332.0,275.0,4588.0,72596.0,72340.0,256.0,72596.0,6.412867397953183
20204San Luis,2020,4,San Luis,81.67947806105701,23.375314368474104,8417.0,11767.0,27.0,63019.0,36205.0,119435.0,58.0,0.0,14020.0,3490.0,2688.0,62239.0,22.0,36918.0,119435.0,119287.0,148.0,119435.0,21.252954082189127
20204Santa Cruz,2020,4,Santa Cruz,36.99957245908797,11.008682660661702,12347.0,19657.0,1041.0,4659.0,2970.0,40674.0,47.0,0.0,27173.0,4382.0,6634.0,1033.0,647.0,758.0,40674.0,40477.0,197.0,40674.0,7.492108628119051
20204Santa Fe,2020,4,Santa Fe,73.58073807267776,23.136769743176902,287271.0,414746.0,62692.0,38712.0,17392.0,820813.0,518.0,891.0,206372.0,203793.0,94246.0,65145.0,226246.0,23602.0,820813.0,820676.0,137.0,820813.0,27.294352446215623
20204Santiago Del Estero,2020,4,Santiago Del Estero,43.749256620689934,10.857437164805166,26812.0,70522.0,570.0,5169.0,3596.0,106669.0,123.0,909.0,34518.0,57590.0,4666.0,411.0,4520.0,3932.0,106669.0,106668.0,1.0,106669.0,11.280765527511996
20204Tierra Del Fuego,2020,4,Tierra Del Fuego,76.26583496977399,22.609569143137627,12853.0,26439.0,6.0,0.0,316.0,39614.0,17.0,0.0,21881.0,6119.0,3497.0,488.0,922.0,6690.0,39614.0,39325.0,289.0,39614.0,8.486806949337868
20204Tucumán,2020,4,Tucumán,54.78340441369959,13.57016980842894,149322.0,11150.0,68043.0,1834.0,740.0,231089.0,29.0,97.0,44095.0,54334.0,32155.0,4105.0,93594.0,2680.0,231089.0,231067.0,22.0,231089.0,36.44224682915296
20203Buenos Aires,2020,3,Buenos Aires,67.65618983090923,22.410088053440287,653930.0,2384557.0,749087.0,94162.0,55541.0,3937277.0,37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0,19853.0,3937277.0,3932211.0,5066.0,3937277.0,48.37662390811511
20203Capital Federal,2020,3,Capital Federal,107.6759011657323,44.62274289719256,170375.0,1129573.0,39417.0,3936.0,29374.0,1372675.0,264.0,312.0,162222.0,85083.0,68753.0,78028.0,977766.0,247.0,1372675.0,1371285.0,1390.0,1372675.0,63.80852025607172
20203Catamarca,2020,3,Catamarca,47.15709898417198,11.995288801288368,26868.0,3690.0,16857.0,261.0,2228.0,49904.0,63.0,0.0,8276.0,8768.0,11195.0,562.0,18886.0,2154.0,49904.0,49903.0,1.0,49904.0,36.540436607329845
20203Chaco,2020,3,Chaco,41.54192057806515,11.102767361905425,45745.0,58825.0,20675.0,6706.0,2003.0,133954.0,308.0,112.0,24675.0,21639.0,27546.0,13751.0,38729.0,7194.0,133954.0,133951.0,3.0,133954.0,30.802726948564217
20203Chubut,2020,3,Chubut,68.34389815720037,20.94871530485329,45761.0,39386.0,2897.0,23216.0,18767.0,130027.0,158.0,109.0,87559.0,22114.0,12217.0,2818.0,1110.0,3942.0,130027.0,129202.0,825.0,130027.0,7.402074441844787
20203Córdoba,2020,3,Córdoba,75.22035723669207,23.029708353509868,276360.0,430771.0,102217.0,48368.0,9756.0,867472.0,168.0,3064.0,218599.0,124833.0,84236.0,63823.0,361021.0,11728.0,867472.0,867417.0,55.0,867472.0,33.51119497419789
20203Corrientes,2020,3,Corrientes,41.750749470464434,10.993613616681577,50858.0,58681.0,2960.0,5513.0,5379.0,123391.0,72.0,527.0,35190.0,23315.0,25308.0,8615.0,25344.0,5020.0,123391.0,123388.0,3.0,123391.0,23.851523971242955
20203Entre Ríos,2020,3,Entre Ríos,58.1901640924315,17.398110879051448,87892.0,106950.0,13954.0,20379.0,12320.0,241495.0,130.0,2911.0,66648.0,51478.0,40797.0,14377.0,49395.0,15759.0,241495.0,241482.0,13.0,241495.0,22.432598646206184
20203Formosa,2020,3,Formosa,31.905623310186535,8.120337229392224,21790.0,10003.0,2000.0,15023.0,393.0,49209.0,391.0,151.0,23163.0,7432.0,7125.0,991.0,8219.0,1737.0,49209.0,49209.0,0.0,49209.0,18.2828320694304
20203Jujuy,2020,3,Jujuy,54.04441923820905,13.820037033679933,32611.0,57682.0,11112.0,952.0,4371.0,106728.0,55.0,182.0,32131.0,10566.0,45198.0,293.0,15238.0,3065.0,106728.0,106728.0,0.0,106728.0,21.91041968686995
20203La Pampa,2020,3,La Pampa,79.26447706670275,26.115702018823033,9015.0,56845.0,14677.0,11893.0,1305.0,93735.0,293.0,810.0,66695.0,7820.0,5577.0,2189.0,6322.0,4029.0,93735.0,93619.0,116.0,93735.0,10.697630905402091
20203La Rioja,2020,3,La Rioja,50.11811323630267,13.341312020771634,17346.0,34984.0,1.0,250.0,35.0,52616.0,21.0,1.0,37105.0,5955.0,4660.0,124.0,4748.0,2.0,52616.0,52613.0,3.0,52616.0,12.194703767058195
20203Mendoza,2020,3,Mendoza,37.348633137232696,10.422355488053226,91908.0,64672.0,32817.0,17523.0,868.0,207788.0,58.0,40.0,141404.0,12123.0,42433.0,3448.0,8237.0,45.0,207788.0,207173.0,615.0,207788.0,10.18749103459563
20203Misiones,2020,3,Misiones,41.60448628544863,11.331798537010409,50195.0,77989.0,2572.0,3445.0,8985.0,143186.0,71.0,524.0,39005.0,24215.0,25942.0,13663.0,30987.0,8779.0,143186.0,143186.0,0.0,143186.0,24.141761872521517
20203Neuquén,2020,3,Neuquén,65.24417025530218,19.42045929269766,30222.0,70446.0,11043.0,16787.0,737.0,129235.0,218.0,327.0,60463.0,6561.0,5975.0,5449.0,49439.0,803.0,129235.0,128862.0,373.0,129235.0,31.46090402703376
20203Río Negro,2020,3,Río Negro,57.052405915845014,17.54802558517,49530.0,40001.0,10381.0,13187.0,18368.0,131467.0,114.0,466.0,68986.0,3769.0,7096.0,3455.0,28488.0,19093.0,131467.0,130966.0,501.0,131467.0,21.07777870325876
20203Salta,2020,3,Salta,52.31571212848803,12.670239307125406,58216.0,84128.0,25445.0,5764.0,7293.0,180846.0,129.0,514.0,32780.0,64736.0,15990.0,7928.0,43773.0,14996.0,180846.0,180844.0,2.0,180846.0,25.261155924027737
20203San Juan,2020,3,San Juan,38.78995525412846,9.88083251128296,40092.0,9223.0,5509.0,14023.0,8480.0,77327.0,48.0,194.0,65526.0,711.0,6529.0,41.0,128.0,4150.0,77327.0,77071.0,256.0,77327.0,6.027864793582682
20203San Luis,2020,3,San Luis,79.96172209417188,22.8839263803681,8401.0,10077.0,6.0,61828.0,36253.0,116565.0,105.0,0.0,12199.0,3351.0,2666.0,61319.0,8.0,36917.0,116565.0,116417.0,148.0,116565.0,20.84992813378867
20203Santa Cruz,2020,3,Santa Cruz,35.95152890784452,10.697207032526524,12845.0,16098.0,1027.0,6938.0,2373.0,39281.0,66.0,0.0,26888.0,4015.0,6730.0,629.0,120.0,833.0,39281.0,39084.0,197.0,39281.0,6.649363712026633
20203Santa Fe,2020,3,Santa Fe,72.12060247348236,22.677710522681583,295051.0,405807.0,45721.0,37112.0,19307.0,802998.0,568.0,1241.0,213353.0,199381.0,92095.0,58797.0,210562.0,27001.0,802998.0,802861.0,137.0,802998.0,25.690941341268072
20203Santiago Del Estero,2020,3,Santiago Del Estero,43.37593131691913,10.76484130094044,26419.0,70720.0,555.0,4185.0,3613.0,105492.0,133.0,909.0,33287.0,57418.0,4658.0,292.0,3994.0,4801.0,105492.0,105491.0,1.0,105492.0,10.87901727065974
20203Tierra Del Fuego,2020,3,Tierra Del Fuego,76.80909583946696,22.7715153638102,12854.0,26491.0,0.0,0.0,310.0,39655.0,11.0,0.0,22094.0,5414.0,3726.0,481.0,937.0,6992.0,39655.0,39366.0,289.0,39655.0,8.506676055475614
20203Tucumán,2020,3,Tucumán,53.2281495112899,13.184990703555616,149605.0,11752.0,59949.0,1808.0,762.0,223876.0,52.0,97.0,45913.0,54610.0,33126.0,3246.0,84195.0,2637.0,223876.0,223854.0,22.0,223876.0,34.835801698615526
20202Buenos Aires,2020,2,Buenos Aires,65.2205801358229,21.55285840483632,661272.0,2244277.0,723072.0,91736.0,57189.0,3777546.0,37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0,21233.0,3777546.0,3772480.0,5066.0,3777546.0,45.66197363212277
20202Capital Federal,2020,2,Capital Federal,106.41480599073644,44.15182686820503,178896.0,1106133.0,39482.0,3937.0,29373.0,1357821.0,264.0,312.0,166474.0,94585.0,79858.0,80160.0,935481.0,687.0,1357821.0,1356431.0,1390.0,1357821.0,60.4844973584038
20202Catamarca,2020,2,Catamarca,45.43181818181818,11.556666835285702,26968.0,3641.0,14878.0,261.0,2228.0,47976.0,63.0,0.0,8801.0,8690.0,10242.0,426.0,16578.0,3176.0,47976.0,47975.0,1.0,47976.0,34.92595642857143
20202Chaco,2020,2,Chaco,39.83250279006581,10.646198278920558,46816.0,56017.0,17266.0,6452.0,1581.0,128132.0,308.0,928.0,24350.0,21140.0,29044.0,12082.0,33311.0,6969.0,128132.0,128129.0,3.0,128132.0,27.95228467436429
20202Chubut,2020,2,Chubut,57.344613387235526,17.577923412048097,45761.0,38279.0,1324.0,17678.0,5614.0,108656.0,158.0,109.0,69578.0,22188.0,10537.0,1473.0,614.0,3999.0,108656.0,107831.0,825.0,108656.0,7.605487984559083
20202Córdoba,2020,2,Córdoba,72.71358531242393,22.262629768284135,282858.0,415007.0,85818.0,44522.0,8263.0,836468.0,168.0,4383.0,219025.0,125932.0,89530.0,63216.0,325243.0,8971.0,836468.0,836413.0,55.0,836468.0,30.987577637139463
20202Corrientes,2020,2,Corrientes,40.30476267979574,10.613139950481656,51248.0,55536.0,3144.0,3927.0,5011.0,118866.0,72.0,527.0,34242.0,22845.0,25844.0,7898.0,22418.0,5020.0,118866.0,118863.0,3.0,118866.0,22.15030606257576
20202Entre Ríos,2020,2,Entre Ríos,56.538654739709614,16.90464963972206,89391.0,99423.0,13954.0,20042.0,11303.0,234113.0,130.0,3679.0,66758.0,50640.0,42090.0,12856.0,43391.0,14569.0,234113.0,234100.0,13.0,234113.0,20.448621178442583
20202Formosa,2020,2,Formosa,31.1394362262631,7.925539742616724,21805.0,9353.0,1882.0,14723.0,169.0,47932.0,391.0,151.0,23534.0,7109.0,6998.0,961.0,7475.0,1313.0,47932.0,47932.0,0.0,47932.0,16.870258993114398
20202Jujuy,2020,2,Jujuy,47.887810227872784,12.246000275261045,32705.0,38938.0,5057.0,952.0,16664.0,94316.0,55.0,182.0,30548.0,10519.0,26829.0,209.0,9417.0,16557.0,94316.0,94316.0,0.0,94316.0,15.864013631862552
20202La Pampa,2020,2,La Pampa,76.10158288987562,25.07384596485546,8551.0,54422.0,14232.0,11314.0,1290.0,89809.0,293.0,810.0,71218.0,7531.0,3800.0,1657.0,3377.0,1123.0,89809.0,89693.0,116.0,89809.0,8.028862255598405
20202La Rioja,2020,2,La Rioja,49.83993501839552,13.267548880443243,16885.0,34984.0,1.0,250.0,35.0,52155.0,21.0,1.0,37375.0,5661.0,4686.0,73.0,4336.0,2.0,52155.0,52152.0,3.0,52155.0,11.66911096197726
20202Mendoza,2020,2,Mendoza,36.25224342110005,10.116652469373571,91904.0,62941.0,29613.0,15924.0,802.0,201184.0,58.0,40.0,142253.0,12439.0,35274.0,3248.0,5422.0,2450.0,201184.0,200569.0,615.0,201184.0,9.274562732094155
20202Misiones,2020,2,Misiones,40.88779600969606,11.136919674351834,50792.0,74497.0,2579.0,3319.0,9153.0,140340.0,71.0,524.0,39867.0,23719.0,26445.0,12305.0,28763.0,8646.0,140340.0,140340.0,0.0,140340.0,22.560122617583183
20202Neuquén,2020,2,Neuquén,63.898469033764314,19.02059866374008,30256.0,67990.0,11037.0,15755.0,1134.0,126172.0,218.0,327.0,61171.0,6103.0,6625.0,5296.0,46432.0,0.0,126172.0,125799.0,373.0,126172.0,29.100147623878513
20202Río Negro,2020,2,Río Negro,56.369335248791955,17.338453751536527,49756.0,39650.0,10382.0,11331.0,18367.0,129486.0,114.0,466.0,70817.0,3335.0,7498.0,3246.0,26953.0,17057.0,129486.0,128985.0,501.0,129486.0,19.679596047283173
20202Salta,2020,2,Salta,51.58158335340357,12.492822821915324,59502.0,81740.0,24289.0,5123.0,7108.0,177762.0,129.0,514.0,41801.0,64463.0,16989.0,7741.0,39594.0,6531.0,177762.0,177760.0,2.0,177762.0,22.55853618795662
20202San Juan,2020,2,San Juan,35.09485776365026,8.939786450606132,40092.0,8275.0,5509.0,7019.0,8882.0,69777.0,48.0,194.0,59113.0,917.0,4908.0,40.0,127.0,4430.0,69777.0,69521.0,256.0,69777.0,6.308614963196474
20202San Luis,2020,2,San Luis,78.4096773527651,22.440286647722235,8401.0,8357.0,6.0,60935.0,36253.0,113952.0,105.0,0.0,11439.0,3585.0,1934.0,60889.0,8.0,35992.0,113952.0,113804.0,148.0,113952.0,21.02062693689071
20202Santa Cruz,2020,2,Santa Cruz,35.79262396979603,10.650675172081195,12845.0,16044.0,1027.0,6585.0,2368.0,38869.0,66.0,0.0,26938.0,4166.0,6541.0,546.0,119.0,493.0,38869.0,38672.0,197.0,38869.0,6.593202418178028
20202Santa Fe,2020,2,Santa Fe,70.002168637187,22.01189934872471,299974.0,381679.0,46698.0,30487.0,19094.0,777932.0,568.0,2061.0,213054.0,198772.0,96575.0,57236.0,189473.0,20193.0,777932.0,777795.0,137.0,777932.0,23.925791608984095
20202Santiago Del Estero,2020,2,Santiago Del Estero,43.46716682468362,10.787648634906734,25917.0,72074.0,355.0,3038.0,4063.0,105447.0,133.0,1779.0,32557.0,57709.0,5178.0,247.0,3328.0,4516.0,105447.0,105446.0,1.0,105447.0,10.411619106122004
20202Tierra Del Fuego,2020,2,Tierra Del Fuego,76.36948260742473,22.642392447335883,12854.0,26025.0,0.0,0.0,310.0,39189.0,11.0,0.0,22325.0,5186.0,3034.0,391.0,796.0,7446.0,39189.0,38900.0,289.0,39189.0,8.128329395457266
20202Tucumán,2020,2,Tucumán,51.78074091030483,12.826796661758182,150084.0,9833.0,55120.0,1357.0,762.0,217156.0,52.0,97.0,49028.0,54537.0,34184.0,2246.0,74377.0,2635.0,217156.0,217134.0,22.0,217156.0,32.70453443718797
20201Buenos Aires,2020,1,Buenos Aires,64.32563101743429,21.20808101421276,673237.0,2210349.0,720688.0,85443.0,18334.0,3708051.0,38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0,28935.0,3718747.0,3702985.0,5066.0,3708051.0,45.18128807375552
