,Provincia,Año,Promedio Accesos,cumplido
132,Misiones,2016,29.30817524941847,False
133,Misiones,2017,30.239906543761855,False
134,Misiones,2018,32.28551471563622,False
135,Misiones,2019,38.63136512878825,False
136,Misiones,2020,41.038686002012255,False
137,Misiones,2021,45.70513115166102,False
138,Misiones,2022,51.17833549943238,False
139,Misiones,2023,54.88666666666666,False
140,Neuquén,2014,52.39618874353839,False
141,Neuquén,2015,54.49010649921016,False
142,Neuquén,2016,58.98518516366367,False
143,Neuquén,2017,61.251472656844726,False
144,Neuquén,2018,60.32749199398023,False
145,Neuquén,2019,61.36343557129738,False
146,Neuquén,2020,64.49811953327452,False
147,Neuquén,2021,69.7472490630138,True
148,Neuquén,2022,78.30826377498178,True
149,Neuquén,2023,79.16333333333334,True
150,Río Negro,2014,45.48077934024225,False
151,Río Negro,2015,46.03293424450982,False
152,Río Negro,2016,46.212103794506476,False
153,Río Negro,2017,47.48615814296857,False
154,Río Negro,2018,50.592201869373454,False
155,Río Negro,2019,58.4488919626997,False
156,Río Negro,2020,57.406506326178835,False
157,Río Negro,2021,62.620848400948944,False
158,Río Negro,2022,67.82160188746758,True
159,Río Negro,2023,68.70666666666666,True
160,Salta,2014,29.09292487096736,False
161,Salta,2015,30.810087484268493,False
162,Salta,2016,32.26180585419776,False
163,Salta,2017,36.23771321420391,False
164,Salta,2018,39.73545180580959,False
165,Salta,2019,44.20558989569033,False
166,Salta,2020,51.88393193837422,False
167,Salta,2021,55.40970338884655,False
168,Salta,2022,57.341898352124396,False
169,Salta,2023,57.57333333333333,False
170,San Juan,2014,27.817395258404606,False
171,San Juan,2015,27.63162144291482,False
172,San Juan,2016,27.32028105307082,False
173,San Juan,2017,29.167048914978103,False
174,San Juan,2018,32.62587371863916,False
175,San Juan,2019,34.33751603866121,False
176,San Juan,2020,35.649496827460396,False
177,San Juan,2021,39.345879975708876,False
178,San Juan,2022,48.67149540233291,False
179,San Juan,2023,49.24,False
180,San Luis,2014,9.640680542021444,False
181,San Luis,2015,9.70907326355233,False
182,San Luis,2016,9.615325564157061,False
183,San Luis,2017,11.28101584214988,False
184,San Luis,2018,37.55069587818646,False
185,San Luis,2019,77.31851165673592,True
186,San Luis,2020,79.08985483860333,True
187,San Luis,2021,81.22040632384719,True
188,San Luis,2022,83.62355765150443,True
189,San Luis,2023,94.04333333333334,True
190,Santa Cruz,2014,28.587680522639843,False
191,Santa Cruz,2015,27.604484755212955,False
192,Santa Cruz,2016,26.869184089266582,False
193,Santa Cruz,2017,28.744483541490155,False
194,Santa Cruz,2018,30.825542200964417,False
195,Santa Cruz,2019,31.213310529077237,False
196,Santa Cruz,2020,36.1795004064235,False
197,Santa Cruz,2021,43.1153206591588,False
198,Santa Cruz,2022,43.30210577763263,False
199,Santa Cruz,2023,41.99,False
200,Santa Fe,2014,48.85838035530693,False
201,Santa Fe,2015,51.54376954867488,False
202,Santa Fe,2016,52.14425467987469,False
203,Santa Fe,2017,56.71471144649179,False
204,Santa Fe,2018,63.462368580182634,False
205,Santa Fe,2019,68.18778717825828,True
206,Santa Fe,2020,71.30677214646961,True
207,Santa Fe,2021,75.27289993871662,True
208,Santa Fe,2022,78.038646186896,True
209,Santa Fe,2023,78.68333333333334,True
210,Santiago Del Estero,2014,16.691724085817274,False
211,Santiago Del Estero,2015,17.07254604838268,False
212,Santiago Del Estero,2016,15.623042085758577,False
213,Santiago Del Estero,2017,23.267134640306626,False
214,Santiago Del Estero,2018,35.97376914718776,False
215,Santiago Del Estero,2019,47.13351832532555,False
216,Santiago Del Estero,2020,43.264678487571125,False
217,Santiago Del Estero,2021,46.569076845740575,False
218,Santiago Del Estero,2022,47.725684598310124,False
219,Santiago Del Estero,2023,47.78666666666667,False
220,Tierra Del Fuego,2014,65.03647306597455,True
221,Tierra Del Fuego,2015,72.51587204833157,True
222,Tierra Del Fuego,2016,68.19926072757625,True
223,Tierra Del Fuego,2017,65.75472749235526,True
224,Tierra Del Fuego,2018,85.79233064374979,True
225,Tierra Del Fuego,2019,91.0828311255355,True
226,Tierra Del Fuego,2020,76.37851580171338,True
227,Tierra Del Fuego,2021,84.64741213814253,True
228,Tierra Del Fuego,2022,99.77513759668199,True
229,Tierra Del Fuego,2023,105.52,True
230,Tucumán,2014,34.15753316767511,False
231,Tucumán,2015,36.10971132640389,False
232,Tucumán,2016,37.45964496840195,False
233,Tucumán,2017,38.91966177356154,False
234,Tucumán,2018,41.5318889482372,False
235,Tucumán,2019,42.225852743696535,False
236,Tucumán,2020,51.910054523448665,False
237,Tucumán,2021,55.077288734213454,False
238,Tucumán,2022,59.72000806807799,False
239,Tucumán,2023,60.78333333333333,False
