Año,Trimestre,Provincia,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares
2016,2,Entre Ríos,16.875439923655993,56.43798462546313
2016,2,Formosa,6.974546662170236,27.40075188475584
2016,2,Jujuy,7.6624192049056,29.961525789412153
2016,2,La Pampa,23.686583990980832,71.88703578603827
2016,2,La Rioja,10.167539267015707,38.19249039363408
2016,2,Mendoza,19.423709384680468,69.59727832818035
2016,2,Misiones,9.18842751008694,33.730829829928055
2016,2,Neuquén,15.753963326296619,52.917081100736894
2016,2,Río Negro,19.923528049131885,64.7670868057947
2016,2,Salta,10.30914550833682,42.56123175888247
2016,2,San Juan,14.368278615972374,56.401913372582015
2016,2,San Luis,11.026854864294911,38.52640730276027
2016,2,Santa Cruz,13.46141561748092,45.22867801114007
2016,2,Santa Fe,21.67033565395639,68.91308899769413
2016,2,Santiago del Estero,7.044250620148835,28.38264817019959
2016,2,Tierra del Fuego,24.318647540983605,82.00742852206963
2016,2,Tucumán,13.043381148558097,52.65098200287513
2016,3,Buenos Aires,28.333837553171286,88.62800683780968
2016,3,Capital Federal,52.45462215949656,123.08694309786956
2016,3,Catamarca,9.678448258676713,38.04635307485845
2016,3,Chaco,8.880978810463775,33.2260648916315
2016,3,Chubut,20.411281495267726,66.5816269063549
2016,3,Córdoba,19.497155275776056,63.67859544833272
2016,3,Corrientes,9.475297488352643,35.981616778599864
2016,3,Entre Ríos,16.810803349397936,56.222584286926114
2016,3,Formosa,7.042381015819012,27.667769360325845
2016,3,Jujuy,7.666864500253389,29.979547718457923
2016,3,La Pampa,23.8845833249209,72.48901416341323
2016,3,La Rioja,10.1712420399208,38.20694507261672
2016,3,Mendoza,19.77417423327269,70.85471335763904
2016,3,Misiones,9.173568039960687,33.67720269372798
2016,3,Neuquén,16.140704314720814,54.21833121080199
2016,3,Río Negro,20.25336411238106,65.84148222040204
2016,3,Salta,10.312071477387292,42.57446257446257
2016,3,San Juan,15.008292095403162,58.91528941864671
2016,3,San Luis,11.117311161951529,38.84335713821514
2016,3,Santa Cruz,13.512745992519774,45.4045274591412
2016,3,Santa Fe,21.57227041634432,68.6019737812399
2016,3,Santiago del Estero,6.9740345142404765,28.099999142521504
2016,3,Tierra del Fuego,24.689748172837778,83.26540243693152
2016,3,Tucumán,13.083533562785462,52.814130570465615
2016,4,Buenos Aires,28.86000888998347,90.08412085339846
2016,4,Capital Federal,52.86632024844553,125.25230170249377
2016,4,Catamarca,9.612348754359926,37.7868339783433
2016,4,Chaco,8.792840962987153,32.89655884645153
2016,4,Chubut,21.069818523057148,68.73097300479354
2016,4,Córdoba,19.44147167622814,63.49709789270407
2016,4,Corrientes,9.405928684692944,35.71832479479028
2016,4,Entre Ríos,16.652271410107588,55.692699130394274
2016,4,Formosa,7.010461416815633,27.542412597244354
2016,4,Jujuy,7.62229268641976,29.80537593508305
2016,4,La Pampa,23.99060681581416,72.81080231278494
2016,4,La Rioja,10.071140596002474,37.831286684428775
2016,4,Mendoza,19.892343192739922,71.27871072234782
2016,4,Misiones,9.517662410809837,34.94066966250731
2016,4,Neuquén,16.09821482200381,54.07618218309634
2016,4,Río Negro,20.42328398573717,66.39427615108553
2016,4,Salta,10.249443380773155,42.31633545503134
2016,4,San Juan,15.194159503190278,59.645408976630655
2016,4,San Luis,11.081312116998815,38.717919191628404
2016,4,Santa Cruz,14.1727203713539,47.62399298238538
2016,4,Santa Fe,21.613991117587418,68.73486894820977
2016,4,Santiago del Estero,6.842922969493857,27.57188976546298
2016,4,Tierra del Fuego,24.612040640954355,83.00551921068895
2016,4,Tucumán,13.043025257332813,52.65108245793483
2017,1,Buenos Aires,29.03652486238087,91.20286036658274
2017,1,Capital Federal,52.618074677783554,123.3742130365199
2017,1,Catamarca,9.680359123422388,38.05348056728375
2017,1,Chaco,8.864295504419287,33.163322364582605
2017,1,Chubut,21.359314645326865,69.67235941007644
2017,1,Córdoba,19.555551597878214,63.868863901582486
2017,1,Corrientes,9.473530648191662,35.97443602485551
2017,1,Entre Ríos,16.774747445328995,56.10158854817458
2017,1,Formosa,7.0585389121281485,27.730854527438304
2017,1,Jujuy,7.690346923002476,30.070996077093636
2017,1,La Pampa,24.15325688259461,73.30378811860292
2017,1,La Rioja,10.176149498062841,38.22526288091166
2017,1,Mendoza,20.060109059519547,71.87827100468289
2017,1,Misiones,9.604889330150112,35.26003993770451
2017,1,Neuquén,16.273332417240024,54.6624588069859
2017,1,Río Negro,20.637825287636556,67.08997829683115
2017,1,Salta,10.354854362799628,42.750466326330255
2017,1,San Juan,15.324483478704618,60.15603995888136
2017,1,San Luis,11.192598325593782,39.1060356044691
2017,1,Santa Cruz,14.466949881925578,48.609624567758935
2017,1,Santa Fe,21.715315598516856,69.05645210790232
2017,1,Santiago del Estero,6.898045726658481,27.793774084259347
2017,1,Tierra del Fuego,25.11217700758162,84.68746602891619
2017,1,Tucumán,13.168161532668165,53.15522881564599
2017,2,Buenos Aires,29.217269546865914,91.58215312438058
2017,2,Capital Federal,51.66214259103471,121.27388626218105
2017,2,Catamarca,9.629011671907744,37.85150420234074
2017,2,Chaco,8.920368087971148,33.372766406877034
2017,2,Chubut,20.000624363712674,65.23898691497847
2017,2,Córdoba,19.51882996142425,63.74839342396024
2017,2,Corrientes,9.48736215357487,36.02681258983789
2017,2,Entre Ríos,16.875439923655993,56.43798462546313
2017,2,Formosa,6.974546662170236,27.40075188475584
2017,2,Jujuy,7.6624192049056,29.961525789412153
2017,2,La Pampa,23.686583990980832,71.88703578603827
2017,2,La Rioja,10.167539267015707,38.19249039363408
2017,2,Mendoza,19.423709384680468,69.59727832818035
2017,2,Misiones,9.18842751008694,33.730829829928055
2017,2,Neuquén,15.753963326296619,52.917081100736894
2017,2,Río Negro,19.923528049131885,64.7670868057947
2017,2,Salta,10.30914550833682,42.56123175888247
2017,2,San Juan,14.368278615972374,56.401913372582015
2017,2,San Luis,11.026854864294911,38.52640730276027
2017,2,Santa Cruz,13.46141561748092,45.22867801114007
2017,2,Santa Fe,21.67033565395639,68.91308899769413
2017,2,Santiago del Estero,7.044250620148835,28.38264817019959
2017,2,Tierra del Fuego,24.318647540983605,82.00742852206963
2017,2,Tucumán,13.043381148558097,52.65098200287513
2017,3,Buenos Aires,28.333837553171286,88.62800683780968
2017,3,Capital Federal,52.45462215949656,123.08694309786956
2017,3,Catamarca,9.678448258676713,38.04635307485845
2017,3,Chaco,8.880978810463775,33.2260648916315
2017,3,Chubut,20.411281495267726,66.5816269063549
2017,3,Córdoba,19.497155275776056,63.67859544833272
2017,3,Corrientes,9.475297488352643,35.981616778599864
2017,3,Entre Ríos,16.810803349397936,56.222584286926114
2017,3,Formosa,7.042381015819012,27.667769360325845
2017,3,Jujuy,7.666864500253389,29.979547718457923
2017,3,La Pampa,23.8845833249209,72.48901416341323
2017,3,La Rioja,10.1712420399208,38.20694507261672
2017,3,Mendoza,19.77417423327269,70.85471335763904
2017,3,Misiones,9.173568039960687,33.67720269372798
2017,3,Neuquén,16.140704314720814,54.21833121080199
2017,3,Río Negro,20.25336411238106,65.84148222040204
2017,3,Salta,10.312071477387292,42.57446257446257
2017,3,San Juan,15.008292095403162,58.91528941864671
2017,3,San Luis,11.117311161951529,38.84335713821514
2017,3,Santa Cruz,13.512745992519774,45.4045274591412
2017,3,Santa Fe,21.57227041634432,68.6019737812399
2017,3,Santiago del Estero,6.9740345142404765,28.099999142521504
2017,3,Tierra del Fuego,24.689748172837778,83.26540243693152
2017,3,Tucumán,13.083533562785462,52.814130570465615
2017,4,Buenos Aires,28.86000888998347,90.08412085339846
2017,4,Capital Federal,52.86632024844553,125.25230170249377
2017,4,Catamarca,9.612348754359926,37.7868339783433
2017,4,Chaco,8.792840962987153,32.89655884645153
2017,4,Chubut,21.069818523057148,68.73097300479354
2017,4,Córdoba,19.44147167622814,63.49709789270407
2017,4,Corrientes,9.405928684692944,35.71832479479028
2017,4,Entre Ríos,16.652271410107588,55.692699130394274
2017,4,Formosa,7.010461416815633,27.542412597244354
2017,4,Jujuy,7.62229268641976,29.80537593508305
2017,4,La Pampa,23.99060681581416,72.81080231278494
2017,4,La Rioja,10.071140596002474,37.831286684428775
2017,4,Mendoza,19.892343192739922,71.27871072234782
2017,4,Misiones,9.517662410809837,34.94066966250731
2017,4,Neuquén,16.09821482200381,54.07618218309634
2017,4,Río Negro,20.42328398573717,66.39427615108553
2017,4,Salta,10.249443380773155,42.31633545503134
2017,4,San Juan,15.194159503190278,59.645408976630655
2017,4,San Luis,11.081312116998815,38.717919191628404
2017,4,Santa Cruz,14.1727203713539,47.62399298238538
2017,4,Santa Fe,21.613991117587418,68.73486894820977
2017,4,Santiago del Estero,6.842922969493857,27.57188976546298
2017,4,Tierra del Fuego,24.612040640954355,83.00551921068895
2017,4,Tucumán,13.043025257332813,52.65108245793483
2018,1,Buenos Aires,25.894878752282775,79.96676101138354
2018,1,Capital Federal,56.48246187559206,134.65111162764302
2018,1,Catamarca,9.430786017615603,37.07335452270773
2018,1,Chaco,8.418843343055306,31.49781346903077
2018,1,Chubut,19.159025390608583,62.49958873912901
2018,1,Córdoba,18.84583901401909,61.55247070923292
2018,1,Corrientes,9.070221244017047,34.44406005673562
2018,1,Entre Ríos,15.903699568846964,53.18965283378094
2018,1,Formosa,6.759623924191638,26.557420465455028
2018,1,Jujuy,7.230786233490588,28.27493921075514
2018,1,La Pampa,21.422675835059994,65.0182264222656
2018,1,La Rioja,9.431291546962486,35.42803127277024
2018,1,Mendoza,18.556379379672624,66.49287971618489
2018,1,Misiones,8.417462094230183,30.9023419287738
2018,1,Neuquén,15.099863783283398,50.724206659779405
2018,1,Río Negro,19.28481102556571,62.694851045706216
2018,1,Salta,9.695113526791948,40.02855129078115
2018,1,San Juan,15.124185804073049,59.37150485261753
2018,1,San Luis,8.982277393443487,31.384390996820994
2018,1,Santa Cruz,12.829100111441308,43.11098108055393
2018,1,Santa Fe,19.8439102894563,63.10637908137565
2018,1,Santiago del Estero,5.984033779771723,24.111347409995442
2018,1,Tierra del Fuego,20.40651599647784,68.82527635703678
2018,1,Tucumán,13.03450071589456,52.61758746321755
2018,2,Buenos Aires,26.062076406073274,80.30771873995684
2018,2,Capital Federal,56.812421622442734,135.6074039895767
2018,2,Catamarca,9.356319358967443,36.78046805721556
2018,2,Chaco,8.30640696391796,31.076923076923073
2018,2,Chubut,19.582066271583283,63.87816715710628
2018,2,Córdoba,18.57772897088857,60.676300896043664
2018,2,Corrientes,8.99813585957233,34.17008939357333
2018,2,Entre Ríos,15.718368502940711,52.56955310836212
2018,2,Formosa,6.6825851907280205,26.254558427144442
2018,2,Jujuy,7.122154198714502,27.849915113882385
2018,2,La Pampa,21.499427753527904,65.25081882434063
2018,2,La Rioja,9.187829326339052,34.51321354621552
2018,2,Mendoza,18.50807992014558,66.31923490189729
2018,2,Misiones,8.774027437200532,32.21109720483938
2018,2,Neuquén,15.037342599973686,50.513464468258796
2018,2,Río Negro,19.20820791929521,62.44504217901058
2018,2,Salta,9.512397522442145,39.273690633883525
2018,2,San Juan,15.08226427742819,59.20641447368421
2018,2,San Luis,8.953029216614992,31.2818015652898
2018,2,Santa Cruz,12.760387384348357,42.87818016237478
2018,2,Santa Fe,19.69838416598787,62.64327577318646
2018,2,Santiago del Estero,5.766384551671122,23.234125648104506
2018,2,Tierra del Fuego,20.275590551181104,68.37964101303172
2018,2,Tucumán,12.966633750592974,52.343000065948395
2018,3,Buenos Aires,26.081855850393552,80.19097219433284
2018,3,Capital Federal,57.85935248950128,138.27704878582537
2018,3,Catamarca,9.266226967149748,36.42719753798808
2018,3,Chaco,7.748752642706131,28.991289545873055
2018,3,Chubut,19.493421984486048,63.59183717845571
2018,3,Córdoba,18.28161446545789,59.71019905671315
2018,3,Corrientes,8.597545216709213,32.64963858077091
2018,3,Entre Ríos,14.692631116975798,49.13980368525823
2018,3,Formosa,6.611810147672989,25.977150918643822
2018,3,Jujuy,7.024609567386365,27.46913100877534
2018,3,La Pampa,21.45401476401661,65.11395888879332
2018,3,La Rioja,8.996279430640932,33.79431757054135
2018,3,Mendoza,18.459130012633523,66.14557719268628
2018,3,Misiones,8.408786110699685,30.871127143498118
2018,3,Neuquén,14.984334433239695,50.337625994351306
2018,3,Río Negro,19.13842630199736,62.219936138091356
2018,3,Salta,9.312481630077734,38.449464739253244
2018,3,San Juan,15.040751254135841,59.04466075153901
2018,3,San Luis,8.92003277691764,31.16734200011256
2018,3,Santa Cruz,12.660483182565555,42.54553155442609
2018,3,Santa Fe,19.294320266061295,61.359087616743565
2018,3,Santiago del Estero,5.590737629007206,22.526727586395058
2018,3,Tierra del Fuego,20.145969538366806,67.94803925560939
2018,3,Tucumán,12.893724061384038,52.050007670635104
2018,4,Buenos Aires,26.397592049148084,80.98072310088888
2018,4,Capital Federal,57.1183736282065,136.67359116366626
2018,4,Catamarca,9.02407232927002,35.47542053294694
2018,4,Chaco,8.076859814345422,30.21898777720621
2018,4,Chubut,19.49918034418907,63.611661416214694
2018,4,Córdoba,18.13596725347878,59.23480683467336
2018,4,Corrientes,8.769250396068898,33.301836873535414
2018,4,Entre Ríos,15.185885364346444,50.78973660753642
2018,4,Formosa,6.4804923868236965,25.461303160872284
2018,4,Jujuy,6.922145664483473,27.068662880743418
2018,4,La Pampa,21.62049054704422,65.61907295680606
2018,4,La Rioja,8.78733071595571,33.00970873786408
2018,4,Mendoza,18.422524392043975,66.01480998850634
2018,4,Misiones,8.413129990065265,30.887246114872376
2018,4,Neuquén,16.784027453199183,56.38390182426709
2018,4,Río Negro,19.072617475871315,62.00668480649127
2018,4,Salta,9.046641462293007,37.35219831894997
2018,4,San Juan,15.008027667783466,58.916412783446134
2018,4,San Luis,10.40169862969712,36.34489432422198
2018,4,Santa Cruz,12.601425867687446,42.34845151787593
2018,4,Santa Fe,19.971463040228297,63.51272610736618
2018,4,Santiago del Estero,7.7062306092211275,31.050954747361416
2018,4,Tierra del Fuego,20.017995321216482,67.5177534545896
2018,4,Tucumán,12.64996370621216,51.06638148902544
2019,1,Buenos Aires,20.5817357774551,62.998026234004975
2019,1,Capital Federal,52.098804555996445,124.81552210691665
2019,1,Catamarca,8.811008280565026,34.63766312100874
2019,1,Chaco,7.883659681993731,29.496160855417397
2019,1,Chubut,14.665633534287496,47.84305271100571
2019,1,Córdoba,17.690847421805543,57.7809240045362
2019,1,Corrientes,8.580589886613364,32.585297158018946
2019,1,Entre Ríos,14.882674384279742,49.77558538374991
2019,1,Formosa,6.315316384001443,24.812262045424706
2019,1,Jujuy,6.822627996682421,26.679433916611323
2019,1,La Pampa,18.59077275561713,56.42411215113341
2019,1,La Rioja,8.490575797074463,31.894843197450744
2019,1,Mendoza,12.276894644452662,43.992683888491364
2019,1,Misiones,8.181941773430413,30.038493796174347
2019,1,Neuquén,12.798289904151886,42.99421911757892
2019,1,Río Negro,13.659145311706885,44.40693713223908
2019,1,Salta,8.775160345774246,36.2311919249092
2019,1,San Juan,11.155450399443168,43.79243897962929
2019,1,San Luis,8.583728764733655,29.992590625043686
2019,1,Santa Cruz,9.662951850668355,32.47329608089102
2019,1,Santa Fe,19.577000291832558,62.258230783003796
2019,1,Santiago del Estero,7.553297766944814,30.434601058943393
2019,1,Tierra del Fuego,15.00923883888657,50.62321579349444
2019,1,Tucumán,12.393899550146683,50.032553895454804
2019,2,Buenos Aires,16.33133619483898,49.87598802657578
2019,2,Capital Federal,37.11489121485616,89.02689102403917
2019,2,Catamarca,8.524049980802783,33.50942386870588
2019,2,Chaco,7.691313557188462,28.77623299800309
